,STATE,Year,CO2,CH4,N2O,Fluorinated GHG,Incentives,Laws and Regulations,State Incentives,Utility/Private Incentives,Programs,State Hybrid Incentives,Ozone,Question,DataValue,StratificationCategory1,Stratification1
2246,CO,2015,46894374.0,586289.0,180444.0,0.0,0.0,18.0,16.0,3.0,0.0,0.0,0.051100753,Mortality from coronary heart disease,60.0,Race/Ethnicity,"Black, non-Hispanic"
2247,CO,2015,46894374.0,586289.0,180444.0,0.0,0.0,18.0,16.0,3.0,0.0,0.0,0.051100753,Mortality from total cardiovascular diseases,179.4,Gender,Male
2248,CO,2015,46894374.0,586289.0,180444.0,0.0,0.0,18.0,16.0,3.0,0.0,0.0,0.051100753,Mortality from diseases of the heart,128.5,Overall,Overall
2249,CO,2015,46894374.0,586289.0,180444.0,0.0,0.0,18.0,16.0,3.0,0.0,0.0,0.051100753,Asthma mortality rate,,Race/Ethnicity,American Indian or Alaska Native
2250,CO,2015,46894374.0,586289.0,180444.0,0.0,0.0,18.0,16.0,3.0,0.0,0.0,0.051100753,Mortality from coronary heart disease,34.7,Race/Ethnicity,Hispanic
2251,CO,2015,46894374.0,586289.0,180444.0,0.0,0.0,18.0,16.0,3.0,0.0,0.0,0.051100753,Asthma mortality rate,8.4,Overall,Overall
2252,CO,2015,46894374.0,586289.0,180444.0,0.0,0.0,18.0,16.0,3.0,0.0,0.0,0.051100753,Asthma mortality rate,10.3,Gender,Female
2253,CO,2015,46894374.0,586289.0,180444.0,0.0,0.0,18.0,16.0,3.0,0.0,0.0,0.051100753,Mortality from diseases of the heart,48.1,Race/Ethnicity,Asian or Pacific Islander
2254,CO,2015,46894374.0,586289.0,180444.0,0.0,0.0,18.0,16.0,3.0,0.0,0.0,0.051100753,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,American Indian or Alaska Native
2255,CO,2015,46894374.0,586289.0,180444.0,0.0,0.0,18.0,16.0,3.0,0.0,0.0,0.051100753,Mortality from diseases of the heart,58.1,Race/Ethnicity,Hispanic
2256,CO,2015,46894374.0,586289.0,180444.0,0.0,0.0,18.0,16.0,3.0,0.0,0.0,0.051100753,Mortality from total cardiovascular diseases,81.5,Race/Ethnicity,Hispanic
2257,CO,2015,46894374.0,586289.0,180444.0,0.0,0.0,18.0,16.0,3.0,0.0,0.0,0.051100753,Asthma mortality rate,,Gender,Male
2258,CO,2015,46894374.0,586289.0,180444.0,0.0,0.0,18.0,16.0,3.0,0.0,0.0,0.051100753,Asthma mortality rate,,Race/Ethnicity,"Black, non-Hispanic"
2259,CO,2015,46894374.0,586289.0,180444.0,0.0,0.0,18.0,16.0,3.0,0.0,0.0,0.051100753,Mortality from total cardiovascular diseases,176.8,Overall,Overall
2260,CO,2015,46894374.0,586289.0,180444.0,0.0,0.0,18.0,16.0,3.0,0.0,0.0,0.051100753,Mortality from heart failure,104.5,Race/Ethnicity,"White, non-Hispanic"
2261,CO,2015,46894374.0,586289.0,180444.0,0.0,0.0,18.0,16.0,3.0,0.0,0.0,0.051100753,Premature mortality among adults aged 45-64 years,519.0,Overall,Overall
2262,CO,2015,46894374.0,586289.0,180444.0,0.0,0.0,18.0,16.0,3.0,0.0,0.0,0.051100753,Mortality from total cardiovascular diseases,212.2,Race/Ethnicity,"White, non-Hispanic"
2263,CO,2015,46894374.0,586289.0,180444.0,0.0,0.0,18.0,16.0,3.0,0.0,0.0,0.051100753,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,253.6,Race/Ethnicity,"White, non-Hispanic"
2264,CO,2015,46894374.0,586289.0,180444.0,0.0,0.0,18.0,16.0,3.0,0.0,0.0,0.051100753,Mortality from coronary heart disease,86.6,Gender,Male
2265,CO,2015,46894374.0,586289.0,180444.0,0.0,0.0,18.0,16.0,3.0,0.0,0.0,0.051100753,Mortality from heart failure,26.4,Race/Ethnicity,Asian or Pacific Islander
2266,CO,2015,46894374.0,586289.0,180444.0,0.0,0.0,18.0,16.0,3.0,0.0,0.0,0.051100753,Mortality from diseases of the heart,154.8,Race/Ethnicity,"White, non-Hispanic"
2267,CO,2015,46894374.0,586289.0,180444.0,0.0,0.0,18.0,16.0,3.0,0.0,0.0,0.051100753,Mortality from heart failure,53.2,Race/Ethnicity,"Black, non-Hispanic"
2268,CO,2015,46894374.0,586289.0,180444.0,0.0,0.0,18.0,16.0,3.0,0.0,0.0,0.051100753,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,249.9,Gender,Male
2269,CO,2015,46894374.0,586289.0,180444.0,0.0,0.0,18.0,16.0,3.0,0.0,0.0,0.051100753,Premature mortality among adults aged 45-64 years,528.0,Race/Ethnicity,Hispanic
2270,CO,2015,46894374.0,586289.0,180444.0,0.0,0.0,18.0,16.0,3.0,0.0,0.0,0.051100753,Premature mortality among adults aged 45-64 years,391.4,Gender,Female
2271,CO,2015,46894374.0,586289.0,180444.0,0.0,0.0,18.0,16.0,3.0,0.0,0.0,0.051100753,Mortality from coronary heart disease,54.9,Race/Ethnicity,American Indian or Alaska Native
2272,CO,2015,46894374.0,586289.0,180444.0,0.0,0.0,18.0,16.0,3.0,0.0,0.0,0.051100753,Premature mortality among adults aged 45-64 years,749.2,Race/Ethnicity,"Black, non-Hispanic"
2273,CO,2015,46894374.0,586289.0,180444.0,0.0,0.0,18.0,16.0,3.0,0.0,0.0,0.051100753,Asthma mortality rate,,Race/Ethnicity,Hispanic
2274,CO,2015,46894374.0,586289.0,180444.0,0.0,0.0,18.0,16.0,3.0,0.0,0.0,0.051100753,Mortality from heart failure,78.6,Gender,Male
2275,CO,2015,46894374.0,586289.0,180444.0,0.0,0.0,18.0,16.0,3.0,0.0,0.0,0.051100753,Mortality from heart failure,89.2,Gender,Female
2276,CO,2015,46894374.0,586289.0,180444.0,0.0,0.0,18.0,16.0,3.0,0.0,0.0,0.051100753,Mortality from total cardiovascular diseases,75.5,Race/Ethnicity,Asian or Pacific Islander
2277,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality from total cardiovascular diseases,85.2,Race/Ethnicity,Hispanic
2278,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality from coronary heart disease,83.5,Race/Ethnicity,"White, non-Hispanic"
2279,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality from coronary heart disease,50.6,Gender,Female
2280,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,119.3,Gender,Male
2281,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,130.2,Race/Ethnicity,"White, non-Hispanic"
2282,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,75.8,Race/Ethnicity,Asian or Pacific Islander
2283,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,263.6,Gender,Male
2284,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,229.5,Race/Ethnicity,"Black, non-Hispanic"
2285,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,75.6,Race/Ethnicity,"Black, non-Hispanic"
2286,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,113.1,Gender,Female
2287,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,141.9,Race/Ethnicity,Hispanic
2288,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,267.5,Race/Ethnicity,"White, non-Hispanic"
2289,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality from total cardiovascular diseases,186.9,Gender,Male
2290,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality from total cardiovascular diseases,95.8,Race/Ethnicity,American Indian or Alaska Native
2291,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality from diseases of the heart,115.8,Gender,Female
2292,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Premature mortality among adults aged 45-64 years,235.0,Race/Ethnicity,Asian or Pacific Islander
2293,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Asthma mortality rate,8.3,Overall,Overall
2294,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality from diseases of the heart,51.7,Race/Ethnicity,Asian or Pacific Islander
2295,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality from coronary heart disease,49.1,Race/Ethnicity,"Black, non-Hispanic"
2296,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality from coronary heart disease,86.6,Gender,Male
2297,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality from diseases of the heart,159.1,Race/Ethnicity,"White, non-Hispanic"
2298,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Asthma mortality rate,,Race/Ethnicity,Asian or Pacific Islander
2299,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Premature mortality among adults aged 45-64 years,526.3,Overall,Overall
2300,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,American Indian or Alaska Native
2301,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality from total cardiovascular diseases,152.0,Race/Ethnicity,"Black, non-Hispanic"
2302,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,225.3,Gender,Female
2303,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality from total cardiovascular diseases,215.2,Race/Ethnicity,"White, non-Hispanic"
2304,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Asthma mortality rate,,Race/Ethnicity,Hispanic
2305,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Asthma mortality rate,,Race/Ethnicity,"Black, non-Hispanic"
2306,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality from total cardiovascular diseases,171.9,Gender,Female
2307,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality from heart failure,113.3,Race/Ethnicity,"White, non-Hispanic"
2308,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Asthma mortality rate,9.1,Race/Ethnicity,"White, non-Hispanic"
2309,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality from diseases of the heart,59.2,Race/Ethnicity,Hispanic
2310,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality from heart failure,40.3,Race/Ethnicity,Hispanic
2311,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Premature mortality among adults aged 45-64 years,386.1,Gender,Female
2312,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Premature mortality among adults aged 45-64 years,717.9,Race/Ethnicity,"Black, non-Hispanic"
2313,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,61.0,Race/Ethnicity,Hispanic
2314,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality from coronary heart disease,68.7,Overall,Overall
2315,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality from diseases of the heart,131.3,Overall,Overall
2316,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality from heart failure,58.4,Race/Ethnicity,American Indian or Alaska Native
2317,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,243.8,Overall,Overall
2318,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Premature mortality among adults aged 45-64 years,521.8,Race/Ethnicity,Hispanic
2319,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,Asian or Pacific Islander
2320,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality from coronary heart disease,,Race/Ethnicity,American Indian or Alaska Native
2321,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality from heart failure,30.9,Race/Ethnicity,Asian or Pacific Islander
2322,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,200.5,Race/Ethnicity,American Indian or Alaska Native
2323,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality from diseases of the heart,74.8,Race/Ethnicity,American Indian or Alaska Native
2324,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality from heart failure,92.2,Overall,Overall
2325,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,116.1,Overall,Overall
2326,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Premature mortality among adults aged 45-64 years,669.0,Gender,Male
2327,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Asthma mortality rate,,Gender,Male
2328,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Premature mortality among adults aged 45-64 years,525.5,Race/Ethnicity,"White, non-Hispanic"
2329,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality from coronary heart disease,31.2,Race/Ethnicity,Hispanic
2330,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality from heart failure,64.5,Race/Ethnicity,"Black, non-Hispanic"
2331,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Asthma mortality rate,11.6,Gender,Female
2332,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Asthma mortality rate,,Race/Ethnicity,American Indian or Alaska Native
2333,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality from heart failure,94.6,Gender,Female
2334,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Premature mortality among adults aged 45-64 years,649.0,Race/Ethnicity,American Indian or Alaska Native
2335,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality from diseases of the heart,146.7,Gender,Male
2336,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality from diseases of the heart,108.4,Race/Ethnicity,"Black, non-Hispanic"
2337,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality from total cardiovascular diseases,86.1,Race/Ethnicity,Asian or Pacific Islander
2338,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality from total cardiovascular diseases,179.4,Overall,Overall
2339,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality from heart failure,89.8,Gender,Male
2340,CO,2016,43745322.0,427044.0,168539.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,0.05020134,Mortality from coronary heart disease,30.4,Race/Ethnicity,Asian or Pacific Islander
2341,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Mortality from coronary heart disease,81.9,Gender,Male
2342,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Mortality from total cardiovascular diseases,178.1,Gender,Male
2343,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Mortality from diseases of the heart,125.9,Overall,Overall
2344,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,79.2,Race/Ethnicity,Asian or Pacific Islander
2345,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,76.6,Race/Ethnicity,"Black, non-Hispanic"
2346,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,254.0,Race/Ethnicity,American Indian or Alaska Native
2347,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Mortality from diseases of the heart,47.1,Race/Ethnicity,Asian or Pacific Islander
2348,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,115.9,Overall,Overall
2349,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Premature mortality among adults aged 45-64 years,216.3,Race/Ethnicity,Asian or Pacific Islander
2350,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,244.0,Gender,Female
2351,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Premature mortality among adults aged 45-64 years,405.5,Gender,Female
2352,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Mortality from total cardiovascular diseases,160.7,Race/Ethnicity,"Black, non-Hispanic"
2353,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Mortality from coronary heart disease,78.1,Race/Ethnicity,"White, non-Hispanic"
2354,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,116.0,Gender,Male
2355,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Mortality from coronary heart disease,,Race/Ethnicity,American Indian or Alaska Native
2356,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Mortality from heart failure,58.5,Race/Ethnicity,American Indian or Alaska Native
2357,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Mortality from diseases of the heart,136.9,Gender,Male
2358,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Mortality from coronary heart disease,32.1,Race/Ethnicity,Hispanic
2359,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Mortality from total cardiovascular diseases,114.6,Race/Ethnicity,American Indian or Alaska Native
2360,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,280.0,Gender,Male
2361,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,115.7,Gender,Female
2362,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,131.4,Race/Ethnicity,"White, non-Hispanic"
2363,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,261.4,Overall,Overall
2364,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Mortality from heart failure,90.7,Gender,Male
2365,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Mortality from heart failure,100.0,Gender,Female
2366,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Premature mortality among adults aged 45-64 years,740.6,Race/Ethnicity,"Black, non-Hispanic"
2367,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Mortality from heart failure,41.0,Race/Ethnicity,Hispanic
2368,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Mortality from diseases of the heart,84.2,Race/Ethnicity,American Indian or Alaska Native
2369,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Mortality from total cardiovascular diseases,170.5,Gender,Female
2370,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Premature mortality among adults aged 45-64 years,789.8,Race/Ethnicity,American Indian or Alaska Native
2371,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Mortality from heart failure,95.3,Overall,Overall
2372,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Mortality from diseases of the heart,116.6,Race/Ethnicity,"Black, non-Hispanic"
2373,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Mortality from coronary heart disease,23.8,Race/Ethnicity,Asian or Pacific Islander
2374,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Mortality from diseases of the heart,114.8,Gender,Female
2375,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Mortality from total cardiovascular diseases,77.8,Race/Ethnicity,Hispanic
2376,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,211.8,Race/Ethnicity,"Black, non-Hispanic"
2377,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Mortality from heart failure,37.9,Race/Ethnicity,Asian or Pacific Islander
2378,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Mortality from total cardiovascular diseases,210.3,Race/Ethnicity,"White, non-Hispanic"
2379,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,American Indian or Alaska Native
2380,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Asthma mortality rate,,Race/Ethnicity,"Black, non-Hispanic"
2381,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Mortality from coronary heart disease,47.6,Gender,Female
2382,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,141.7,Race/Ethnicity,Hispanic
2383,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,35.0,Race/Ethnicity,Asian or Pacific Islander
2384,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Mortality from diseases of the heart,56.4,Race/Ethnicity,Hispanic
2385,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Mortality from coronary heart disease,64.8,Overall,Overall
2386,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Asthma mortality rate,,Gender,Male
2387,CO,2017,42867733.0,403204.0,164731.0,0.0,0.0,19.0,17.0,3.0,0.0,0.0,0.047394373,Mortality from total cardiovascular diseases,75.8,Race/Ethnicity,Asian or Pacific Islander
